workload,baseline_ns,candidate_ns,native_delta_percent,native_uncertainty_ns,native_failed,baseline_instructions,candidate_instructions,instructions_delta_percent,instructions_failed
corpus_clickbench/22,102500.0,104100.0,1.5609756097560976,39890.0,False,1187333,1185683,-0.13896691155724636,False
corpus_clickbench/23,130600.0,141900.0,8.652373660030628,34100.0,False,1599162,1597512,-0.10317904002221163,False
corpus_clickbench/24,177700.0,173900.0,-2.1384355655599325,45700.0,False,2603149,2601499,-0.06338476975386349,False
corpus_clickbench/25,62470.0,66580.0,6.579157995838003,19370.0,False,715040,713390,-0.23075632132468113,False
corpus_clickbench/26,68500.0,62470.0,-8.802919708029197,17040.0,False,718898,717248,-0.22951795665031757,False
corpus_clickbench/27,69270.0,66920.0,-3.39252201530244,29770.0,False,775467,773817,-0.21277501170262564,False
corpus_clickbench/28,118000.0,113200.0,-4.067796610169491,39860.0,False,1310859,1309209,-0.12587166125418522,False
corpus_clickbench/30,2564000.0,2619000.0,2.145085803432137,917000.0,False,40651973,40650323,-0.004058843589215214,False
corpus_clickbench/31,115000.0,122600.0,6.608695652173913,24500.0,False,1336858,1335208,-0.12342372937140669,False
corpus_clickbench/32,119000.0,113400.0,-4.705882352941177,30700.0,False,1312197,1310547,-0.12574331445659456,False
corpus_clickbench/33,102000.0,97800.0,-4.117647058823529,35070.0,False,1184923,1183273,-0.13924955461240943,False
corpus_clickbench/34,73240.0,76360.0,4.2599672310212995,15510.0,False,790879,789229,-0.20862862713512434,False
corpus_clickbench/35,69910.0,69810.0,-0.1430410527821485,23250.0,False,791723,790073,-0.2084062228835085,False
corpus_clickbench/36,100400.0,105000.0,4.581673306772909,20220.0,False,1236338,1234688,-0.13345864965729437,False
corpus_clickbench/37,143900.0,142000.0,-1.320361362056984,25600.0,False,1715497,1713847,-0.09618203937401232,False
corpus_clickbench/38,150900.0,141700.0,-6.096752816434725,45700.0,False,1697431,1695781,-0.09720571852405194,False
corpus_clickbench/39,141900.0,149600.0,5.426356589147287,29200.0,False,1743271,1741621,-0.09464965573338856,False
corpus_clickbench/40,196100.0,191800.0,-2.1927587965323814,30500.0,False,2454898,2453248,-0.06721256850590127,False
corpus_clickbench/41,164500.0,165500.0,0.60790273556231,44800.0,False,1989814,1988164,-0.08292232339304076,False
corpus_clickbench/42,164500.0,167500.0,1.8237082066869301,63000.0,False,1976889,1975239,-0.08346447372614244,False
corpus_clickbench/43,150600.0,149300.0,-0.8632138114209827,56000.0,False,1784151,1782501,-0.09248096153296442,False
corpus_job/1a,1796000.0,1782000.0,-0.779510022271715,208000.0,False,21003592,21001718,-0.008922283388479457,False
corpus_job/1b,933300.0,903500.0,-3.1929711775420553,486600.0,False,11201297,11199423,-0.016730205439602217,False
corpus_job/1c,904400.0,903500.0,-0.09951348960636887,228300.0,False,11155635,11153761,-0.01679868514880596,False
corpus_job/1d,881400.0,875600.0,-0.6580440208758793,116900.0,False,10699539,10697665,-0.01751477330004592,False
corpus_job/2a,802600.0,782000.0,-2.566658360328931,347800.0,False,9440720,9438846,-0.019850180918404528,False
corpus_job/2b,788400.0,787600.0,-0.10147133434804667,1838500.0,False,9440732,9438858,-0.019850155687080196,False
corpus_job/2c,778100.0,778700.0,0.07711091119393394,230000.0,False,9440836,9438962,-0.019849937018289483,False
corpus_job/2d,768200.0,779600.0,1.4839885446498309,1227100.0,False,9440665,9438791,-0.0198502965627951,False
corpus_job/3a,505000.0,511500.0,1.2871287128712872,1540300.0000000002,False,6101934,6100116,-0.029793832578326806,False
corpus_job/3b,490400.0,501800.0,2.3246329526916805,407300.0,False,5770294,5768476,-0.03150619361855739,False
corpus_job/3c,516600.0,522900.0,1.2195121951219512,142200.0,False,6171130,6169312,-0.02945975858554268,False
corpus_job/4a,855600.0,872400.0,1.9635343618513323,158800.0,False,10418185,10416311,-0.01798777810146393,False
corpus_job/4b,845600.0,858700.0,1.5491958372753074,202700.0,False,10418741,10416867,-0.01798681817697551,False
corpus_job/4c,851300.0,864800.0,1.5858099377422765,104700.0,False,10418129,10416255,-0.017987874790185456,False
corpus_job/5a,921800.0,915600.0,-0.6725970926448254,176900.0,False,11168775,11166901,-0.016778921591669632,False
corpus_job/5b,926500.0,936600.0,1.0901241230437129,410100.0,False,11333093,11331364,-0.015256205874248098,False
corpus_job/5c,915800.0,901800.0,-1.528718060711946,301100.0,False,11242301,11240427,-0.016669185427431628,False
corpus_job/6a,850000.0,846500.0,-0.4117647058823529,174900.0,False,10262212,10260338,-0.018261170203850787,False
corpus_job/6b,890500.0,864200.0,-2.9533969679955083,342400.0,False,10596001,10594127,-0.017685917545685395,False
corpus_job/6c,858800.0,835000.0,-2.7713088029809034,150400.0,False,10261810,10259936,-0.018261885573792536,False
corpus_job/6d,867800.0,872900.0,0.587693016824153,165999.99999999988,False,10595577,10593703,-0.01768662527769842,False
corpus_job/6e,854000.0,839200.0,-1.7330210772833723,192900.0,False,10262531,10260657,-0.01826060257455008,False
corpus_job/6f,852400.0,844000.0,-0.985452839042703,186400.0,False,10173229,10171355,-0.018420896649431563,False
corpus_job/7a,22300000.0,22620000.0,1.4349775784753362,5710000.0,False,274247737,274244742,-0.001092078291242199,False
corpus_job/7b,9539000.0,9507000.0,-0.3354649334311773,1687000.0,False,126113583,126113066,-0.0004099479117963051,False
corpus_job/7c,33980000.0,33990000.0,0.02942907592701589,8260000.0,False,411828238,411826216,-0.0004909813882165117,False
corpus_job/8a,4529000.0,4499000.0,-0.6623978803267829,853000.0,False,58187313,58185327,-0.003413115157938295,False
corpus_job/8b,16950000.0,16600000.000000002,-2.064896755162231,3749999.999999998,False,201348184,201346086,-0.0010419761223175472,False
corpus_job/8c,4158000.0000000005,3831000.0,-7.864357864357874,714000.0000000014,False,49053830,49051989,-0.0037530198967134676,False
corpus_job/8d,3926000.0,3874000.0,-1.3245033112582782,895000.0,False,49051890,49049904,-0.00404877365581632,False
corpus_job/9a,29660000.0,28500000.0,-3.910991233985165,6320000.0,False,344218828,344216786,-0.0005932272827330642,False
corpus_job/9b,27820000.0,28150000.0,1.1861969805895038,8580000.0,False,344204207,344202165,-0.0005932524816583662,False
corpus_job/9c,11070000.0,10550000.0,-4.697380307136405,2080000.0,False,137448536,137446504,-0.001478371512083621,False
corpus_job/9d,10360000.0,10360000.0,0.0,2406000.0,False,133083171,133081139,-0.0015268647303271726,False
corpus_job/10a,3466000.0,3455000.0,-0.3173687247547605,743999.9999999995,False,43858243,43856402,-0.0041976145738441915,False
corpus_job/10b,3316000.0,3336000.0,0.6031363088057901,658000.0,False,42274676,42272680,-0.004721502773906534,False
corpus_job/10c,3243000.0,3157000.0,-2.6518655565834104,821000.0,False,40558763,40556767,-0.0049212546250486,False
corpus_job/11a,22140000.0,21240000.0,-4.065040650406504,5240000.0,False,264609439,264607397,-0.0007717033858342445,False
corpus_job/11b,21420000.0,21180000.0,-1.1204481792717087,6300000.0,False,263763387,263763630,9.212802533507048e-05,True
corpus_job/11c,21150000.0,20970000.0,-0.851063829787234,6300000.0,False,260334944,260335414,0.00018053665511764722,False
corpus_job/11d,9409000.0,9144000.0,-2.8164523328727813,1962000.0,False,119961934,119959902,-0.0016938706573370182,False
corpus_job/12a,9597000.0,9442000.0,-1.6150880483484422,1916000.0,False,127256479,127254427,-0.0016124915730223843,False
corpus_job/12b,34920000.0,33320000.0,-4.581901489117984,8479999.999999996,False,406355896,406353864,-0.000500054267700351,False
corpus_job/12c,9671000.0,9501000.0,-1.7578326956881398,1838000.0,False,127399413,127397516,-0.0014890178497133264,False
corpus_job/13a,15800000.0,15100000.0,-4.430379746835443,2950000.0,False,206318637,206316539,-0.001016873720428853,False
corpus_job/13b,39800000.0,37740000.0,-5.175879396984925,9100000.0,False,473549931,473547793,-0.00045148354165846133,False
corpus_job/13c,38220000.0,38210000.0,-0.026164311878597593,8010000.0,False,473577332,473575245,-0.00044068832247232646,False
corpus_job/13d,16120000.000000002,15410000.0,-4.404466501240705,2690000.0,False,206316580,206314474,-0.0010207613949397571,False
corpus_job/14a,8125999.999999999,7968000.0,-1.9443760767905376,1604000.0,False,104950967,104948919,-0.0019513874512466379,False
corpus_job/14b,18350000.0,17990000.0,-1.9618528610354224,4220000.0,False,221561776,221559734,-0.0009216391188342885,False
corpus_job/14c,8391000.0,8129000.0,-3.1223930401620783,1526000.000000001,False,107981324,107979137,-0.0020253502355648094,False
corpus_job/15a,28440000.0,27760000.0,-2.390998593530239,4500000.0,False,378961359,378961034,-8.57607226387427e-05,False
corpus_job/15b,30300000.0,29610000.0,-2.277227722772277,4610000.0,False,399836938,399839657,0.0006800272164949403,False
corpus_job/15c,62570000.0,63970000.0,2.237494006712482,13990000.0,False,786434276,786430760,-0.0004470812256407807,False
corpus_job/15d,26900000.0,26670000.0,-0.8550185873605948,4330000.0,False,351383288,351382474,-0.00023165586634273853,True
